company_location,company_name,company_size,industry
Israel,Cognitive Computing,L,Government
Canada,Smart Analytics,S,Government
United States,Digital Transformation LLC,L,Government
Ireland,Cloud AI Solutions,L,Finance
Austria,Smart Analytics,M,Gaming
Israel,Autonomous Tech,L,Manufacturing
Japan,Algorithmic Solutions,M,Energy
Ireland,Cloud AI Solutions,S,Gaming
Switzerland,Cloud AI Solutions,M,Gaming
Australia,Algorithmic Solutions,S,Manufacturing
Switzerland,Machine Intelligence Group,S,Media
Japan,Digital Transformation LLC,S,Finance
China,AI Innovations,S,Retail
South Korea,AI Innovations,S,Consulting
Canada,Digital Transformation LLC,L,Education
China,Autonomous Tech,S,Transportation
India,TechCorp Inc,M,Consulting
United Kingdom,Quantum Computing Inc,M,Transportation
Canada,DataVision Ltd,L,Technology
United States,Cognitive Computing,S,Healthcare
Germany,Algorithmic Solutions,L,Consulting
United Kingdom,Predictive Systems,S,Telecommunications
Sweden,TechCorp Inc,L,Gaming
South Korea,Future Systems,S,Media
Finland,Quantum Computing Inc,S,Media
Austria,Future Systems,S,Real Estate
United Kingdom,TechCorp Inc,S,Technology
Switzerland,DataVision Ltd,M,Manufacturing
India,Digital Transformation LLC,S,Media
Finland,Predictive Systems,M,Media
Australia,Cognitive Computing,S,Finance
Israel,Digital Transformation LLC,M,Automotive
Norway,Digital Transformation LLC,S,Finance
Ireland,Machine Intelligence Group,L,Finance
South Korea,Cloud AI Solutions,M,Manufacturing
United States,Neural Networks Co,M,Consulting
Denmark,Digital Transformation LLC,S,Finance
Singapore,Predictive Systems,L,Consulting
Canada,DeepTech Ventures,S,Government
Netherlands,Cognitive Computing,L,Education
Denmark,Quantum Computing Inc,S,Gaming
Ireland,Algorithmic Solutions,S,Media
Netherlands,Cloud AI Solutions,M,Transportation
Denmark,DeepTech Ventures,M,Telecommunications
United Kingdom,Smart Analytics,L,Government
United States,Predictive Systems,M,Automotive
United States,Machine Intelligence Group,M,Gaming
Germany,Machine Intelligence Group,S,Technology
Ireland,AI Innovations,S,Transportation
France,DeepTech Ventures,M,Manufacturing
Germany,Smart Analytics,S,Telecommunications
Israel,TechCorp Inc,L,Automotive
Germany,TechCorp Inc,L,Gaming
Denmark,Cloud AI Solutions,S,Retail
France,Cognitive Computing,L,Gaming
Singapore,Predictive Systems,S,Retail
Germany,Predictive Systems,L,Finance
Netherlands,Autonomous Tech,M,Government
France,Digital Transformation LLC,S,Telecommunications
Canada,Cloud AI Solutions,M,Education
Norway,TechCorp Inc,M,Government
Australia,Autonomous Tech,L,Retail
Ireland,Neural Networks Co,S,Energy
Canada,Algorithmic Solutions,S,Real Estate
Norway,DataVision Ltd,L,Automotive
Singapore,Advanced Robotics,L,Healthcare
Finland,Autonomous Tech,M,Education
Israel,Digital Transformation LLC,L,Telecommunications
Israel,Digital Transformation LLC,L,Technology
United Kingdom,Digital Transformation LLC,S,Manufacturing
France,Neural Networks Co,M,Healthcare
Switzerland,Predictive Systems,L,Energy
Israel,Cloud AI Solutions,M,Transportation
United Kingdom,DataVision Ltd,S,Media
Switzerland,Neural Networks Co,L,Healthcare
Japan,DataVision Ltd,M,Technology
Australia,DataVision Ltd,S,Energy
France,Digital Transformation LLC,L,Gaming
Singapore,Smart Analytics,L,Media
Singapore,Algorithmic Solutions,S,Consulting
France,Neural Networks Co,S,Healthcare
Singapore,Future Systems,S,Manufacturing
Finland,Smart Analytics,M,Media
Ireland,TechCorp Inc,S,Education
United Kingdom,DeepTech Ventures,L,Energy
China,TechCorp Inc,S,Government
Israel,Quantum Computing Inc,L,Transportation
United Kingdom,Predictive Systems,L,Telecommunications
South Korea,Advanced Robotics,L,Technology
Germany,Machine Intelligence Group,S,Real Estate
Canada,AI Innovations,S,Manufacturing
Ireland,Smart Analytics,L,Finance
Germany,Smart Analytics,L,Automotive
France,Autonomous Tech,L,Manufacturing
Singapore,Smart Analytics,M,Real Estate
Japan,DeepTech Ventures,M,Healthcare
France,AI Innovations,L,Government
Japan,Quantum Computing Inc,S,Energy
Austria,Future Systems,M,Energy
Norway,DeepTech Ventures,L,Gaming
United States,Neural Networks Co,S,Transportation
Canada,Algorithmic Solutions,M,Transportation
Denmark,Cloud AI Solutions,M,Automotive
South Korea,Advanced Robotics,L,Consulting
Japan,Advanced Robotics,L,Retail
Ireland,DataVision Ltd,L,Energy
United States,Future Systems,L,Transportation
France,Future Systems,M,Energy
France,TechCorp Inc,L,Government
India,Digital Transformation LLC,M,Telecommunications
Australia,DataVision Ltd,S,Education
Singapore,DataVision Ltd,M,Telecommunications
Germany,Algorithmic Solutions,L,Energy
Israel,DeepTech Ventures,L,Retail
France,DataVision Ltd,L,Gaming
China,Algorithmic Solutions,S,Telecommunications
Norway,DataVision Ltd,S,Energy
Norway,Cloud AI Solutions,S,Government
United States,Smart Analytics,S,Telecommunications
Denmark,Digital Transformation LLC,S,Energy
Canada,Quantum Computing Inc,M,Government
Austria,DataVision Ltd,S,Telecommunications
Canada,DataVision Ltd,M,Government
Israel,Advanced Robotics,M,Telecommunications
Germany,Digital Transformation LLC,L,Transportation
Australia,Predictive Systems,S,Consulting
Japan,Algorithmic Solutions,S,Gaming
South Korea,Algorithmic Solutions,M,Gaming
France,DeepTech Ventures,M,Government
Israel,Predictive Systems,M,Real Estate
China,Advanced Robotics,S,Real Estate
United Kingdom,DataVision Ltd,L,Manufacturing
China,Advanced Robotics,S,Media
Singapore,TechCorp Inc,L,Energy
South Korea,Algorithmic Solutions,L,Real Estate
Finland,Cognitive Computing,L,Telecommunications
Japan,DataVision Ltd,S,Telecommunications
Sweden,Future Systems,M,Energy
Israel,Algorithmic Solutions,L,Technology
Japan,Cloud AI Solutions,L,Telecommunications
China,Digital Transformation LLC,L,Telecommunications
Netherlands,Smart Analytics,L,Retail
United States,Machine Intelligence Group,M,Real Estate
China,AI Innovations,L,Technology
Ireland,Smart Analytics,S,Media
China,Neural Networks Co,M,Telecommunications
Switzerland,Neural Networks Co,S,Energy
Switzerland,Predictive Systems,M,Healthcare
Germany,Advanced Robotics,L,Technology
Germany,DeepTech Ventures,M,Education
United States,TechCorp Inc,S,Retail
Finland,Neural Networks Co,L,Energy
Ireland,Digital Transformation LLC,M,Transportation
Norway,Machine Intelligence Group,M,Finance
Germany,Advanced Robotics,M,Manufacturing
Switzerland,Smart Analytics,L,Energy
Finland,Cognitive Computing,L,Transportation
Japan,Machine Intelligence Group,M,Automotive
Germany,DataVision Ltd,M,Consulting
Austria,Autonomous Tech,L,Telecommunications
France,Cognitive Computing,L,Energy
Switzerland,Predictive Systems,L,Finance
Sweden,Autonomous Tech,M,Automotive
Ireland,Digital Transformation LLC,S,Healthcare
Ireland,Cloud AI Solutions,L,Transportation
Japan,Predictive Systems,L,Media
Switzerland,Algorithmic Solutions,S,Telecommunications
Singapore,Algorithmic Solutions,M,Government
Finland,Algorithmic Solutions,M,Consulting
Israel,Autonomous Tech,S,Media
France,DataVision Ltd,M,Manufacturing
Switzerland,Neural Networks Co,S,Healthcare
China,Advanced Robotics,S,Technology
Germany,Machine Intelligence Group,L,Consulting
Canada,Neural Networks Co,L,Energy
Netherlands,AI Innovations,S,Transportation
Israel,Smart Analytics,M,Healthcare
Australia,Neural Networks Co,S,Education
Denmark,Quantum Computing Inc,S,Real Estate
Denmark,Predictive Systems,M,Retail
Australia,Smart Analytics,L,Healthcare
China,Autonomous Tech,L,Healthcare
China,TechCorp Inc,M,Manufacturing
United States,Predictive Systems,L,Manufacturing
Switzerland,AI Innovations,S,Healthcare
Canada,Cloud AI Solutions,S,Media
Ireland,Predictive Systems,M,Energy
Netherlands,Cognitive Computing,S,Automotive
Germany,TechCorp Inc,S,Transportation
Germany,Algorithmic Solutions,S,Energy
United States,DataVision Ltd,L,Government
United States,AI Innovations,L,Retail
Netherlands,Machine Intelligence Group,S,Finance
Netherlands,Smart Analytics,L,Healthcare
Ireland,TechCorp Inc,L,Media
Canada,Future Systems,L,Technology
Israel,AI Innovations,M,Finance
United Kingdom,Digital Transformation LLC,L,Real Estate
South Korea,Smart Analytics,L,Technology
Norway,DataVision Ltd,M,Healthcare
Finland,Autonomous Tech,S,Media
United States,DeepTech Ventures,L,Gaming
Ireland,Cloud AI Solutions,L,Automotive
China,DeepTech Ventures,L,Telecommunications
Ireland,Advanced Robotics,S,Energy
Denmark,DataVision Ltd,S,Consulting
United States,Autonomous Tech,M,Automotive
United States,Quantum Computing Inc,L,Finance
Denmark,Cognitive Computing,S,Telecommunications
Singapore,Predictive Systems,L,Energy
Sweden,Digital Transformation LLC,M,Gaming
Austria,Future Systems,S,Education
Japan,Autonomous Tech,S,Telecommunications
China,Cloud AI Solutions,M,Automotive
South Korea,Cognitive Computing,S,Energy
Austria,Neural Networks Co,L,Retail
Germany,Neural Networks Co,M,Finance
Switzerland,Predictive Systems,M,Media
Singapore,Machine Intelligence Group,S,Retail
India,DeepTech Ventures,S,Finance
China,Autonomous Tech,M,Energy
United Kingdom,Smart Analytics,M,Education
Austria,Algorithmic Solutions,M,Finance
Sweden,Digital Transformation LLC,M,Manufacturing
Canada,DataVision Ltd,M,Retail
Netherlands,Smart Analytics,M,Gaming
Finland,Advanced Robotics,M,Healthcare
Netherlands,Cognitive Computing,S,Retail
China,DeepTech Ventures,S,Education
India,TechCorp Inc,L,Transportation
Singapore,TechCorp Inc,M,Consulting
Australia,AI Innovations,M,Healthcare
Ireland,Quantum Computing Inc,S,Healthcare
Australia,TechCorp Inc,M,Media
Netherlands,Smart Analytics,M,Telecommunications
United Kingdom,Smart Analytics,S,Media
India,Quantum Computing Inc,S,Media
United States,Machine Intelligence Group,L,Gaming
United Kingdom,AI Innovations,M,Finance
Netherlands,AI Innovations,M,Telecommunications
United States,DeepTech Ventures,M,Consulting
Ireland,Neural Networks Co,M,Government
United Kingdom,AI Innovations,L,Finance
Australia,Machine Intelligence Group,L,Energy
Austria,Autonomous Tech,M,Real Estate
Austria,Predictive Systems,L,Real Estate
France,DataVision Ltd,S,Transportation
Norway,Machine Intelligence Group,S,Retail
Netherlands,DeepTech Ventures,M,Technology
United Kingdom,Quantum Computing Inc,M,Technology
Israel,DataVision Ltd,L,Automotive
France,Smart Analytics,M,Government
Ireland,AI Innovations,M,Gaming
India,DataVision Ltd,M,Media
Israel,DeepTech Ventures,S,Energy
Norway,Autonomous Tech,S,Finance
China,Smart Analytics,M,Technology
Netherlands,AI Innovations,S,Finance
Denmark,Neural Networks Co,M,Education
India,Cognitive Computing,S,Gaming
Netherlands,Cognitive Computing,L,Automotive
Australia,Cognitive Computing,L,Finance
United Kingdom,Smart Analytics,L,Healthcare
India,Machine Intelligence Group,S,Healthcare
Sweden,Smart Analytics,M,Gaming
Ireland,Predictive Systems,S,Retail
Israel,DataVision Ltd,L,Education
Singapore,DataVision Ltd,S,Gaming
Denmark,Neural Networks Co,L,Real Estate
Finland,Quantum Computing Inc,M,Transportation
Ireland,Advanced Robotics,M,Transportation
Germany,Autonomous Tech,M,Finance
Sweden,Algorithmic Solutions,S,Real Estate
Japan,Cloud AI Solutions,S,Finance
Israel,Autonomous Tech,S,Automotive
China,AI Innovations,S,Technology
Canada,Smart Analytics,S,Automotive
Canada,Advanced Robotics,S,Healthcare
Israel,Smart Analytics,M,Finance
United States,DataVision Ltd,M,Gaming
Netherlands,Neural Networks Co,L,Healthcare
Norway,Smart Analytics,S,Real Estate
Netherlands,DataVision Ltd,L,Technology
Austria,Digital Transformation LLC,M,Finance
France,Cloud AI Solutions,S,Energy
Norway,Autonomous Tech,M,Gaming
Israel,Algorithmic Solutions,M,Media
China,DataVision Ltd,M,Technology
Denmark,Neural Networks Co,L,Finance
Germany,Cognitive Computing,S,Healthcare
China,Algorithmic Solutions,M,Retail
Japan,Advanced Robotics,L,Manufacturing
India,DeepTech Ventures,S,Technology
Norway,Machine Intelligence Group,L,Government
Sweden,Quantum Computing Inc,S,Manufacturing
Ireland,DeepTech Ventures,M,Real Estate
Ireland,Neural Networks Co,S,Consulting
Switzerland,Smart Analytics,M,Media
Singapore,Algorithmic Solutions,L,Energy
China,Future Systems,L,Energy
South Korea,DeepTech Ventures,M,Telecommunications
Austria,Machine Intelligence Group,S,Energy
Ireland,Autonomous Tech,S,Retail
United States,Advanced Robotics,S,Government
Norway,Digital Transformation LLC,S,Transportation
Denmark,Cloud AI Solutions,L,Real Estate
Japan,Predictive Systems,M,Media
United States,Neural Networks Co,L,Healthcare
Sweden,Future Systems,L,Manufacturing
Australia,Smart Analytics,L,Finance
Ireland,Algorithmic Solutions,S,Real Estate
United States,Algorithmic Solutions,S,Education
Austria,AI Innovations,M,Healthcare
Netherlands,Autonomous Tech,L,Consulting
China,Advanced Robotics,L,Energy
Singapore,TechCorp Inc,L,Healthcare
China,Cloud AI Solutions,M,Government
China,Quantum Computing Inc,M,Telecommunications
Switzerland,Autonomous Tech,L,Consulting
France,Cognitive Computing,S,Finance
Norway,Future Systems,S,Telecommunications
Ireland,Autonomous Tech,S,Consulting
China,AI Innovations,S,Automotive
Singapore,Smart Analytics,S,Media
Japan,Future Systems,L,Transportation
Switzerland,Digital Transformation LLC,M,Consulting
Canada,DeepTech Ventures,M,Healthcare
Finland,Algorithmic Solutions,M,Media
Switzerland,Predictive Systems,M,Gaming
Ireland,Advanced Robotics,L,Energy
Ireland,DeepTech Ventures,S,Retail
Sweden,Neural Networks Co,L,Energy
Switzerland,TechCorp Inc,L,Real Estate
Switzerland,Quantum Computing Inc,L,Automotive
India,TechCorp Inc,L,Media
Germany,TechCorp Inc,L,Government
Norway,Cognitive Computing,M,Healthcare
South Korea,Cloud AI Solutions,M,Transportation
India,Future Systems,S,Manufacturing
Canada,DataVision Ltd,M,Energy
Sweden,AI Innovations,L,Education
Netherlands,DataVision Ltd,L,Real Estate
Norway,Algorithmic Solutions,M,Education
United Kingdom,Algorithmic Solutions,L,Transportation
Finland,AI Innovations,M,Education
Netherlands,Machine Intelligence Group,L,Government
Sweden,DataVision Ltd,L,Retail
India,Neural Networks Co,S,Retail
Ireland,Cloud AI Solutions,L,Real Estate
India,Digital Transformation LLC,L,Consulting
South Korea,Neural Networks Co,L,Finance
Singapore,Future Systems,M,Automotive
Australia,Quantum Computing Inc,L,Manufacturing
Singapore,Cognitive Computing,L,Automotive
Austria,Algorithmic Solutions,M,Education
United States,AI Innovations,M,Gaming
Canada,Advanced Robotics,M,Manufacturing
Israel,DataVision Ltd,M,Manufacturing
Denmark,Cognitive Computing,M,Healthcare
Ireland,Autonomous Tech,L,Healthcare
Australia,Cloud AI Solutions,S,Finance
Canada,Advanced Robotics,S,Gaming
Austria,Neural Networks Co,L,Government
Canada,Smart Analytics,M,Retail
Singapore,Quantum Computing Inc,M,Consulting
Sweden,Future Systems,M,Telecommunications
Switzerland,Future Systems,L,Education
Germany,Neural Networks Co,L,Transportation
Finland,Advanced Robotics,M,Energy
Singapore,Cloud AI Solutions,S,Real Estate
Israel,Future Systems,S,Retail
Ireland,Quantum Computing Inc,M,Gaming
Finland,TechCorp Inc,M,Government
Austria,Predictive Systems,S,Consulting
Singapore,Neural Networks Co,L,Retail
Sweden,Quantum Computing Inc,M,Energy
Austria,Advanced Robotics,S,Telecommunications
Netherlands,Future Systems,L,Transportation
Switzerland,Autonomous Tech,L,Automotive
Japan,Cognitive Computing,M,Transportation
France,Neural Networks Co,L,Transportation
China,Advanced Robotics,M,Gaming
Ireland,Digital Transformation LLC,L,Consulting
Finland,TechCorp Inc,S,Transportation
Finland,Neural Networks Co,L,Real Estate
South Korea,Future Systems,S,Retail
Norway,Cloud AI Solutions,S,Transportation
Singapore,DataVision Ltd,L,Finance
United States,DataVision Ltd,S,Education
China,Quantum Computing Inc,S,Consulting
United Kingdom,AI Innovations,S,Finance
France,Future Systems,L,Energy
Finland,AI Innovations,S,Transportation
United Kingdom,Cognitive Computing,L,Finance
Netherlands,Quantum Computing Inc,L,Automotive
Sweden,Quantum Computing Inc,L,Real Estate
India,TechCorp Inc,L,Technology
Germany,Autonomous Tech,S,Consulting
Singapore,Neural Networks Co,M,Retail
Ireland,TechCorp Inc,M,Energy
Israel,Neural Networks Co,M,Automotive
United Kingdom,Algorithmic Solutions,M,Retail
France,Quantum Computing Inc,S,Gaming
China,DeepTech Ventures,S,Finance
Israel,DataVision Ltd,M,Healthcare
Denmark,DeepTech Ventures,M,Real Estate
Denmark,DeepTech Ventures,L,Technology
United Kingdom,Cloud AI Solutions,S,Consulting
Norway,DataVision Ltd,L,Education
Canada,DataVision Ltd,M,Automotive
Switzerland,Autonomous Tech,L,Energy
India,Cognitive Computing,M,Retail
United States,Quantum Computing Inc,L,Technology
Singapore,Cognitive Computing,L,Technology
Germany,Autonomous Tech,L,Government
Canada,Smart Analytics,S,Energy
India,DeepTech Ventures,M,Transportation
United Kingdom,Smart Analytics,S,Technology
South Korea,TechCorp Inc,L,Consulting
Germany,Smart Analytics,S,Retail
South Korea,Neural Networks Co,L,Automotive
Ireland,Advanced Robotics,M,Manufacturing
Japan,Future Systems,S,Energy
Finland,Advanced Robotics,M,Telecommunications
Canada,Algorithmic Solutions,M,Government
Denmark,Predictive Systems,M,Manufacturing
