job_title,salary_usd,salary_currency,experience_level,employment_type,company_name,remote_ratio,education_required,years_experience,posting_date,application_deadline,job_description_length,benefits_score,employee_residence
Data Engineer,132013,USD,EX,PT,Autonomous Tech,50,PhD,10,2024-05-27,2024-07-19,582,6.5,Israel
AI Product Manager,109836,EUR,SE,FT,DataVision Ltd,50,Bachelor,9,2024-03-13,2024-05-10,2060,7.4,France
AI Specialist,220909,USD,EX,FT,Neural Networks Co,100,Master,12,2024-09-13,2024-10-24,1721,6.4,Switzerland
AI Product Manager,46856,USD,EN,CT,Advanced Robotics,100,PhD,0,2024-06-26,2024-09-06,526,9.3,Finland
Principal Data Scientist,207144,EUR,EX,FL,Machine Intelligence Group,100,Bachelor,13,2024-04-02,2024-05-09,2262,6.9,Singapore
AI Consultant,85320,USD,MI,FL,Neural Networks Co,100,Associate,2,2024-11-09,2024-12-22,1187,8.8,Canada
Data Analyst,133797,EUR,SE,PT,AI Innovations,0,Bachelor,7,2024-07-06,2024-08-15,2379,5.7,Netherlands
ML Ops Engineer,175708,USD,EX,PT,Smart Analytics,100,PhD,15,2024-04-26,2024-06-10,2355,5.5,Israel
AI Architect,137501,USD,EX,FL,Neural Networks Co,0,Master,13,2024-01-18,2024-03-11,2341,8.3,Australia
Principal Data Scientist,87334,USD,EN,FL,Machine Intelligence Group,50,PhD,0,2025-04-17,2025-05-28,1976,8.4,Denmark
AI Consultant,121847,USD,MI,FL,Quantum Computing Inc,100,PhD,2,2024-05-14,2024-06-05,980,6.6,Denmark
Computer Vision Engineer,133884,USD,MI,PT,Predictive Systems,100,Master,4,2025-02-04,2025-03-28,1085,9.5,Denmark
Deep Learning Engineer,85754,USD,EN,FL,Smart Analytics,100,Bachelor,1,2024-01-01,2024-01-19,1749,7.2,Australia
AI Consultant,86197,USD,SE,CT,Autonomous Tech,100,Associate,7,2025-01-06,2025-02-13,2486,8.4,China
Machine Learning Researcher,113273,USD,EX,FL,TechCorp Inc,100,Associate,10,2024-09-14,2024-11-11,1907,7.7,China
AI Specialist,68472,USD,MI,FT,Predictive Systems,0,PhD,4,2025-04-24,2025-06-14,807,7.0,Denmark
Autonomous Systems Engineer,89807,EUR,MI,FT,Neural Networks Co,50,Master,3,2024-06-20,2024-08-14,2135,7.7,United Kingdom
Data Engineer,92828,USD,EN,FT,Predictive Systems,100,PhD,0,2024-11-05,2024-12-30,2105,8.6,United States
AI Product Manager,54478,USD,MI,PT,Neural Networks Co,100,Associate,3,2024-02-28,2024-04-15,910,8.3,Ireland
Research Scientist,52162,USD,EN,PT,Advanced Robotics,50,Associate,1,2024-11-25,2024-12-31,620,9.3,Ireland
AI Research Scientist,179847,USD,EX,FT,Digital Transformation LLC,50,Associate,18,2024-05-04,2024-07-07,769,6.8,Norway
AI Architect,126770,USD,MI,FT,AI Innovations,100,Master,3,2024-08-24,2024-10-08,2473,7.2,Switzerland
NLP Engineer,52975,USD,EN,FL,Cloud AI Solutions,50,Master,1,2024-05-04,2024-05-31,1220,9.6,Israel
AI Consultant,177310,USD,SE,CT,Smart Analytics,100,Bachelor,8,2024-07-19,2024-09-13,570,6.1,Finland
AI Consultant,55536,USD,EN,FT,Predictive Systems,100,Associate,0,2024-09-20,2024-10-25,2383,5.8,Germany
Autonomous Systems Engineer,204965,EUR,EX,FT,Cognitive Computing,50,Master,17,2025-04-02,2025-06-14,907,6.5,Netherlands
Data Analyst,267439,EUR,EX,PT,Smart Analytics,50,PhD,12,2025-02-02,2025-02-27,925,5.9,Austria
AI Specialist,156535,EUR,EX,FL,TechCorp Inc,50,Associate,11,2025-04-27,2025-06-10,1699,8.0,Netherlands
Robotics Engineer,62150,USD,EN,FT,Cognitive Computing,0,Associate,0,2024-03-03,2024-04-12,619,7.4,Sweden
ML Ops Engineer,62544,EUR,EN,CT,AI Innovations,0,Master,1,2025-04-25,2025-06-04,1474,6.9,China
NLP Engineer,84546,USD,EN,PT,Predictive Systems,50,Bachelor,0,2024-08-21,2024-10-23,1216,5.9,Canada
Data Engineer,147207,EUR,EX,FT,Algorithmic Solutions,50,Bachelor,18,2024-11-03,2024-11-22,504,7.3,Germany
Principal Data Scientist,133644,USD,MI,PT,DataVision Ltd,50,Bachelor,4,2024-07-07,2024-09-10,1417,7.5,United States
Data Scientist,145616,USD,MI,FL,AI Innovations,0,PhD,2,2024-09-02,2024-11-08,1741,9.7,United States
Autonomous Systems Engineer,226035,USD,EX,PT,Future Systems,50,Master,17,2025-01-25,2025-04-01,1434,6.1,United Kingdom
Data Analyst,49800,EUR,EN,CT,Machine Intelligence Group,100,Associate,0,2024-11-22,2025-01-09,736,8.5,United Kingdom
Research Scientist,50756,USD,EN,FL,Cloud AI Solutions,50,Master,1,2024-05-25,2024-07-02,1987,8.6,Japan
Autonomous Systems Engineer,202525,USD,EX,FT,DataVision Ltd,0,Associate,16,2024-05-22,2024-07-27,853,5.4,Norway
AI Product Manager,103562,USD,SE,PT,Neural Networks Co,50,Bachelor,9,2025-04-19,2025-05-18,1367,7.0,Sweden
AI Product Manager,108170,USD,EN,FL,Future Systems,50,Master,1,2024-06-14,2024-07-20,588,6.0,Denmark
Computer Vision Engineer,105983,EUR,MI,CT,Smart Analytics,50,Master,3,2024-04-10,2024-06-08,1812,7.6,Germany
AI Architect,145993,USD,EX,FT,TechCorp Inc,100,Associate,15,2024-03-03,2024-04-03,2120,5.5,Ireland
Data Analyst,73990,EUR,EN,FT,TechCorp Inc,100,Master,1,2025-01-16,2025-02-09,1578,5.1,Germany
AI Architect,54942,GBP,EN,FL,Predictive Systems,100,Master,0,2024-11-07,2024-12-05,1816,9.7,United Kingdom
Head of AI,153186,USD,SE,PT,Future Systems,0,Master,7,2024-11-05,2024-12-04,1259,6.3,Canada
Deep Learning Engineer,149346,USD,EX,PT,AI Innovations,50,PhD,19,2024-04-10,2024-06-13,2254,7.5,Australia
Data Engineer,96347,USD,SE,PT,DataVision Ltd,50,Associate,5,2024-05-08,2024-07-03,1869,5.6,South Korea
Head of AI,158296,GBP,SE,FL,Digital Transformation LLC,0,Bachelor,5,2025-01-23,2025-03-21,2251,9.8,United Kingdom
Computer Vision Engineer,149033,USD,EX,FT,DataVision Ltd,0,Bachelor,14,2024-10-22,2024-11-08,2373,8.1,Canada
Research Scientist,87396,USD,SE,FL,Digital Transformation LLC,0,Bachelor,7,2024-10-24,2024-11-09,2424,6.7,Japan
Head of AI,159669,USD,EX,CT,Digital Transformation LLC,0,Bachelor,10,2025-02-27,2025-04-25,998,6.7,South Korea
Data Analyst,105835,USD,SE,PT,Smart Analytics,100,Bachelor,8,2025-03-16,2025-03-30,1474,8.7,South Korea
AI Specialist,77491,USD,EN,CT,DataVision Ltd,50,Master,0,2024-01-10,2024-03-09,1270,7.0,Norway
NLP Engineer,63604,USD,EN,PT,Smart Analytics,0,Master,1,2024-09-06,2024-11-13,1643,8.9,Canada
Machine Learning Researcher,139613,USD,EX,FT,Autonomous Tech,50,Bachelor,16,2025-04-13,2025-06-04,1596,6.7,Finland
AI Architect,101196,USD,EN,PT,DeepTech Ventures,100,Master,1,2024-01-25,2024-03-28,746,9.0,Japan
AI Specialist,353999,USD,EX,FL,Advanced Robotics,50,Master,13,2024-04-08,2024-05-12,1524,9.1,Switzerland
NLP Engineer,111299,USD,SE,FT,Cloud AI Solutions,0,Master,6,2024-06-05,2024-07-06,1278,8.7,Ireland
Computer Vision Engineer,99510,USD,MI,PT,AI Innovations,0,PhD,3,2025-04-02,2025-06-04,1032,8.5,Singapore
Data Analyst,128725,USD,EX,FT,DeepTech Ventures,0,Bachelor,11,2024-06-16,2024-07-28,2137,9.1,South Korea
AI Architect,75405,EUR,EN,FT,Cloud AI Solutions,100,Associate,1,2024-01-20,2024-03-08,2081,9.3,Germany
Machine Learning Researcher,211315,GBP,EX,CT,Autonomous Tech,100,Master,12,2024-07-23,2024-09-29,1489,6.5,United Kingdom
Head of AI,113819,USD,EX,PT,Advanced Robotics,50,PhD,14,2024-04-23,2024-05-28,1929,7.5,Singapore
NLP Engineer,167823,USD,EX,FL,Cognitive Computing,100,Bachelor,14,2024-01-15,2024-02-19,1098,5.3,Denmark
Principal Data Scientist,55879,USD,EN,PT,Quantum Computing Inc,50,Master,0,2025-03-28,2025-05-19,1119,6.7,Australia
AI Architect,66469,USD,EN,FT,DataVision Ltd,0,Bachelor,1,2024-02-24,2024-04-18,1816,7.3,Singapore
Robotics Engineer,94865,USD,EN,FT,Autonomous Tech,100,Bachelor,0,2024-10-02,2024-11-13,2234,5.3,United States
Deep Learning Engineer,119646,USD,MI,CT,Quantum Computing Inc,50,Bachelor,4,2024-04-06,2024-06-13,1270,9.3,United States
ML Ops Engineer,150623,GBP,SE,PT,Future Systems,50,Master,7,2025-02-16,2025-04-08,910,7.9,Netherlands
Computer Vision Engineer,121226,USD,MI,PT,Cognitive Computing,50,Master,2,2024-04-30,2024-06-20,2302,8.6,Denmark
Principal Data Scientist,80476,USD,EN,FT,Cloud AI Solutions,100,Master,0,2024-12-26,2025-02-12,1973,9.2,Sweden
Data Analyst,82309,USD,EN,CT,Predictive Systems,50,Bachelor,1,2024-08-19,2024-09-23,925,6.8,France
Principal Data Scientist,84165,USD,SE,FL,TechCorp Inc,0,Bachelor,7,2024-12-06,2025-01-01,1681,7.2,Israel
Deep Learning Engineer,58469,USD,MI,CT,Predictive Systems,50,PhD,4,2024-02-19,2024-03-05,1977,8.1,Switzerland
AI Software Engineer,81087,USD,MI,FT,Digital Transformation LLC,0,Master,4,2024-05-23,2024-07-07,804,8.9,Sweden
AI Research Scientist,86746,USD,SE,FT,Future Systems,50,Master,6,2024-02-23,2024-03-23,2124,7.5,China
AI Software Engineer,102994,USD,SE,CT,Digital Transformation LLC,0,Bachelor,6,2024-01-16,2024-02-17,812,5.3,South Korea
Machine Learning Engineer,49279,USD,EN,PT,DataVision Ltd,100,Bachelor,1,2024-03-07,2024-04-23,1603,6.1,Denmark
Computer Vision Engineer,86552,EUR,EN,PT,Advanced Robotics,100,PhD,0,2024-03-31,2024-04-28,2209,8.6,Germany
NLP Engineer,63563,USD,MI,CT,Neural Networks Co,50,Bachelor,2,2024-09-08,2024-10-06,699,6.7,Ireland
Principal Data Scientist,70551,USD,SE,FT,Digital Transformation LLC,50,Bachelor,8,2024-08-05,2024-08-23,1104,7.7,Switzerland
Data Analyst,43811,USD,EN,PT,Smart Analytics,0,Bachelor,0,2024-02-02,2024-03-22,798,9.1,China
Machine Learning Engineer,36286,USD,EN,FL,Future Systems,50,Bachelor,0,2024-04-13,2024-06-21,766,9.6,Austria
Deep Learning Engineer,112560,USD,SE,CT,Algorithmic Solutions,0,PhD,7,2024-12-28,2025-02-14,2371,7.2,South Korea
ML Ops Engineer,85663,USD,MI,FL,Future Systems,50,Associate,3,2024-05-17,2024-07-05,2029,8.5,Japan
Autonomous Systems Engineer,35508,USD,EN,CT,Quantum Computing Inc,100,Master,1,2025-02-13,2025-03-17,1428,5.6,South Korea
AI Product Manager,48675,USD,EN,FL,Autonomous Tech,50,PhD,0,2024-01-11,2024-02-25,1371,9.9,Japan
Computer Vision Engineer,115612,EUR,SE,FL,Advanced Robotics,0,Master,6,2025-02-19,2025-03-14,2043,8.7,China
AI Architect,80675,EUR,MI,PT,Cognitive Computing,50,Associate,3,2025-01-01,2025-03-02,2182,5.8,France
Machine Learning Engineer,93724,USD,EX,FL,Quantum Computing Inc,50,PhD,14,2024-09-15,2024-10-12,2122,5.1,China
AI Software Engineer,89673,USD,SE,PT,Cloud AI Solutions,0,Master,8,2025-03-09,2025-04-15,1350,8.0,China
Principal Data Scientist,61773,USD,MI,PT,Future Systems,0,Associate,4,2024-02-14,2024-03-17,1923,8.4,Austria
Robotics Engineer,104021,USD,MI,FL,Autonomous Tech,0,Associate,3,2025-03-23,2025-04-26,1835,7.6,Norway
NLP Engineer,42418,USD,EN,PT,Cognitive Computing,0,Master,1,2024-11-14,2024-12-10,1176,6.0,South Korea
AI Consultant,66780,USD,EN,FT,Algorithmic Solutions,100,Master,0,2024-10-13,2024-10-30,2405,7.4,Norway
Data Analyst,95941,EUR,MI,PT,DataVision Ltd,50,Master,2,2024-06-15,2024-08-04,796,6.2,France
Research Scientist,138115,USD,SE,CT,Smart Analytics,50,Associate,6,2024-07-30,2024-08-23,1748,5.7,Singapore
Robotics Engineer,62474,EUR,EN,PT,Smart Analytics,50,Master,1,2024-04-17,2024-06-06,1117,8.7,Germany
AI Specialist,62357,USD,EN,FT,DeepTech Ventures,50,Bachelor,0,2024-09-28,2024-11-16,1797,8.2,Canada
Data Analyst,76607,GBP,EN,FL,Smart Analytics,50,Bachelor,0,2024-12-11,2025-01-26,1716,7.9,United Kingdom
AI Software Engineer,98340,USD,SE,PT,Neural Networks Co,50,Master,8,2024-02-03,2024-03-30,769,5.8,Austria
Autonomous Systems Engineer,238673,EUR,EX,CT,Neural Networks Co,0,Bachelor,10,2024-12-14,2025-01-24,1025,8.1,United Kingdom
AI Specialist,350616,USD,EX,PT,Predictive Systems,50,Master,14,2024-03-11,2024-04-11,2300,7.3,Switzerland
AI Consultant,70845,EUR,MI,PT,DeepTech Ventures,0,Associate,4,2024-02-03,2024-03-21,1248,7.4,France
Machine Learning Researcher,67945,USD,MI,CT,Neural Networks Co,100,Master,4,2025-03-28,2025-04-16,638,7.7,Austria
AI Product Manager,100197,USD,SE,FT,Autonomous Tech,100,Master,7,2024-12-27,2025-02-22,1525,7.6,China
AI Consultant,123028,EUR,SE,FL,Predictive Systems,50,Master,7,2024-11-12,2025-01-24,2355,7.9,France
Principal Data Scientist,88377,USD,SE,FT,Quantum Computing Inc,0,Bachelor,7,2024-10-24,2024-12-28,1455,8.2,Austria
AI Specialist,48797,USD,EN,FT,Machine Intelligence Group,50,Associate,0,2024-04-08,2024-05-18,1617,7.9,Singapore
Data Analyst,165179,USD,SE,FT,Future Systems,50,Associate,6,2024-07-10,2024-08-15,2167,8.9,Denmark
AI Architect,71351,EUR,EN,PT,Predictive Systems,50,Master,1,2024-05-04,2024-06-22,1418,6.5,Netherlands
Machine Learning Engineer,164699,USD,SE,CT,Cognitive Computing,50,Associate,6,2024-02-26,2024-03-27,692,6.8,China
Autonomous Systems Engineer,44829,USD,EN,CT,DeepTech Ventures,100,Associate,0,2024-02-16,2024-04-12,965,8.7,Finland
Data Analyst,103093,USD,SE,CT,Autonomous Tech,0,Bachelor,8,2024-08-27,2024-10-31,1962,7.1,China
Robotics Engineer,139682,GBP,SE,PT,Smart Analytics,50,PhD,9,2024-06-12,2024-07-29,2119,8.0,United Kingdom
Machine Learning Researcher,125480,USD,MI,PT,AI Innovations,50,Bachelor,4,2025-03-03,2025-03-28,2459,8.5,Sweden
Autonomous Systems Engineer,81362,USD,EN,FL,AI Innovations,0,PhD,0,2024-03-02,2024-04-04,1362,9.3,Australia
Robotics Engineer,66412,USD,MI,CT,Digital Transformation LLC,0,PhD,4,2025-03-01,2025-03-21,964,9.3,Japan
AI Architect,74566,USD,MI,FL,Algorithmic Solutions,50,Master,3,2024-05-18,2024-06-12,1767,8.5,Austria
Data Engineer,52112,USD,MI,FL,DataVision Ltd,50,Bachelor,4,2024-01-11,2024-03-05,2255,7.8,United States
Data Analyst,54724,USD,EN,PT,Digital Transformation LLC,100,Master,0,2024-10-02,2024-10-31,1097,9.7,Sweden
Machine Learning Engineer,96038,USD,SE,FL,DataVision Ltd,50,Master,9,2024-07-29,2024-08-31,1548,6.4,Canada
Computer Vision Engineer,61645,USD,EN,PT,Cognitive Computing,100,PhD,0,2024-01-17,2024-03-05,808,7.7,India
Head of AI,101915,USD,SE,CT,Cloud AI Solutions,100,Master,8,2024-08-31,2024-09-28,996,6.5,Finland
Deep Learning Engineer,194670,USD,EX,CT,Algorithmic Solutions,50,PhD,13,2024-09-19,2024-11-07,791,7.1,Sweden
Data Engineer,157479,EUR,SE,PT,Smart Analytics,50,Bachelor,5,2024-11-22,2025-01-06,801,7.7,Netherlands
Autonomous Systems Engineer,70100,USD,MI,FL,Advanced Robotics,100,Associate,3,2024-08-28,2024-10-08,1491,7.1,Finland
Machine Learning Researcher,65237,EUR,EN,FL,Cognitive Computing,0,Associate,0,2024-11-11,2024-12-21,2383,6.2,Netherlands
Deep Learning Engineer,122359,USD,EX,FT,Predictive Systems,0,Associate,12,2025-03-14,2025-04-25,623,5.4,Israel
Machine Learning Researcher,95884,EUR,MI,CT,Future Systems,50,Bachelor,4,2024-10-09,2024-11-22,1454,7.5,Germany
AI Software Engineer,72972,EUR,EN,FT,Digital Transformation LLC,100,Associate,0,2024-02-19,2024-05-01,1247,7.7,Israel
Machine Learning Engineer,114824,USD,SE,FL,Algorithmic Solutions,100,PhD,5,2024-02-19,2024-04-05,810,6.7,United States
Head of AI,69714,USD,SE,FT,DeepTech Ventures,0,Bachelor,8,2025-01-21,2025-02-10,2298,7.2,China
ML Ops Engineer,187010,USD,EX,CT,Future Systems,50,Associate,18,2024-08-17,2024-09-22,1655,8.1,Australia
Head of AI,64038,USD,MI,FT,TechCorp Inc,100,PhD,4,2024-04-17,2024-05-19,2224,7.0,Finland
Machine Learning Engineer,111434,USD,SE,FT,TechCorp Inc,100,Master,7,2024-06-22,2024-07-30,2000,5.5,India
AI Research Scientist,158264,USD,SE,CT,TechCorp Inc,100,Bachelor,9,2024-04-24,2024-06-10,601,5.8,Singapore
Head of AI,199670,USD,EX,PT,AI Innovations,0,PhD,16,2024-08-24,2024-10-06,1264,9.1,United States
NLP Engineer,42553,USD,EN,CT,TechCorp Inc,0,Bachelor,0,2024-01-10,2024-02-04,2164,9.4,Finland
Computer Vision Engineer,183030,USD,EX,FT,Quantum Computing Inc,100,Bachelor,14,2024-04-14,2024-06-19,2431,9.9,South Korea
Autonomous Systems Engineer,161099,USD,EX,PT,Machine Intelligence Group,0,Master,13,2025-04-27,2025-05-31,1103,7.1,Ireland
Deep Learning Engineer,62647,USD,MI,CT,Quantum Computing Inc,50,Bachelor,3,2025-03-15,2025-04-06,1797,9.7,Ireland
Robotics Engineer,47399,USD,MI,FT,Machine Intelligence Group,100,Bachelor,4,2024-07-30,2024-10-01,1024,9.5,China
Head of AI,76930,USD,MI,PT,TechCorp Inc,0,Associate,2,2024-02-01,2024-03-14,517,9.5,Norway
AI Consultant,80655,EUR,EN,CT,Smart Analytics,50,Associate,0,2024-08-22,2024-09-20,1666,9.6,Sweden
AI Research Scientist,136513,GBP,SE,FT,Smart Analytics,50,Associate,6,2024-01-22,2024-03-21,1058,8.1,United Kingdom
Machine Learning Researcher,48758,USD,EN,PT,Quantum Computing Inc,50,Master,0,2024-08-28,2024-10-15,1070,5.5,Japan
Data Analyst,194354,USD,SE,FL,Machine Intelligence Group,100,Bachelor,9,2024-12-24,2025-03-05,2026,5.9,United States
NLP Engineer,47568,USD,MI,PT,Advanced Robotics,100,Master,4,2024-02-14,2024-04-17,1306,8.9,Denmark
Deep Learning Engineer,64156,USD,MI,PT,Machine Intelligence Group,100,PhD,2,2024-12-23,2025-02-23,2170,9.0,Israel
Autonomous Systems Engineer,135888,USD,SE,FL,Machine Intelligence Group,0,PhD,6,2024-09-12,2024-10-26,721,6.5,Australia
Machine Learning Engineer,160550,GBP,EX,CT,AI Innovations,50,Master,12,2024-02-24,2024-05-05,1632,5.2,United Kingdom
Research Scientist,134984,EUR,SE,PT,AI Innovations,100,Associate,6,2025-02-14,2025-04-11,2219,9.0,Denmark
Deep Learning Engineer,255450,USD,EX,CT,DeepTech Ventures,100,Bachelor,16,2025-03-28,2025-05-09,1458,9.7,United States
ML Ops Engineer,68558,EUR,MI,FT,Machine Intelligence Group,100,Associate,2,2024-08-22,2024-09-25,2272,7.1,Germany
Data Analyst,222257,USD,EX,FT,Smart Analytics,100,Bachelor,12,2025-02-15,2025-03-16,2114,9.7,Singapore
Machine Learning Researcher,63264,USD,MI,FT,Quantum Computing Inc,0,Associate,4,2024-05-02,2024-06-07,502,7.8,South Korea
Research Scientist,102463,USD,SE,FT,Quantum Computing Inc,50,PhD,5,2024-02-03,2024-03-09,2415,10.0,India
Autonomous Systems Engineer,47081,USD,EN,PT,Neural Networks Co,100,Associate,0,2025-02-22,2025-03-14,1029,9.9,Ireland
Machine Learning Researcher,98209,GBP,EN,PT,AI Innovations,0,Associate,0,2024-07-16,2024-07-31,2400,9.8,United Kingdom
Computer Vision Engineer,100559,EUR,MI,FT,AI Innovations,100,Associate,4,2025-03-29,2025-04-24,2375,9.6,Germany
Head of AI,125213,USD,MI,CT,Predictive Systems,50,Associate,4,2024-06-22,2024-07-22,2415,5.1,Singapore
Machine Learning Researcher,129934,USD,EX,PT,Digital Transformation LLC,50,Associate,10,2025-03-10,2025-05-01,856,9.9,Austria
AI Consultant,79079,USD,EN,FL,Machine Intelligence Group,50,Associate,1,2024-05-27,2024-07-04,1317,6.6,Ireland
Autonomous Systems Engineer,243811,USD,EX,FL,Machine Intelligence Group,100,PhD,18,2024-06-08,2024-07-25,2395,5.3,United States
Autonomous Systems Engineer,69531,USD,EN,FL,Cognitive Computing,0,Master,0,2024-01-16,2024-03-27,563,6.8,United States
Machine Learning Researcher,61904,USD,EN,FT,Future Systems,0,Bachelor,0,2024-04-17,2024-05-14,821,7.7,India
Computer Vision Engineer,63444,USD,EN,CT,DataVision Ltd,50,PhD,0,2024-12-06,2025-02-04,1666,8.6,Singapore
Data Analyst,65165,USD,MI,FT,Future Systems,0,Associate,4,2024-08-25,2024-09-20,1697,5.6,Japan
Principal Data Scientist,112059,USD,SE,PT,Smart Analytics,100,Bachelor,8,2024-02-14,2024-04-19,840,8.1,Canada
Data Analyst,71696,USD,MI,FL,Autonomous Tech,0,Bachelor,2,2024-07-31,2024-10-12,1842,9.8,Austria
Research Scientist,80127,USD,MI,FT,Predictive Systems,50,Bachelor,3,2024-01-29,2024-02-17,1849,8.5,Austria
Head of AI,63455,EUR,MI,PT,DataVision Ltd,0,PhD,2,2025-02-20,2025-04-05,1791,7.1,France
AI Product Manager,210623,USD,SE,PT,Cognitive Computing,0,Associate,7,2024-12-20,2025-02-08,1053,9.0,Switzerland
Machine Learning Engineer,62166,USD,MI,CT,Neural Networks Co,100,Master,4,2024-12-07,2024-12-27,2200,6.2,Ireland
Head of AI,204467,USD,EX,PT,Machine Intelligence Group,0,PhD,13,2024-04-15,2024-05-13,724,5.0,Norway
Data Analyst,56305,USD,EN,FT,Autonomous Tech,0,Bachelor,1,2024-04-17,2024-06-26,1201,8.3,Switzerland
Data Analyst,65415,GBP,EN,FL,AI Innovations,100,Bachelor,0,2025-04-01,2025-05-28,2334,6.2,United Kingdom
Machine Learning Researcher,144602,USD,SE,FL,Smart Analytics,100,Associate,5,2024-03-02,2024-05-04,1286,7.7,Singapore
AI Architect,140668,USD,EX,CT,Cloud AI Solutions,50,Master,13,2025-04-04,2025-05-20,1764,6.4,Sweden
Machine Learning Engineer,117619,USD,SE,PT,Smart Analytics,0,PhD,5,2025-02-03,2025-04-04,1304,9.0,Canada
Data Scientist,58052,EUR,EN,CT,DeepTech Ventures,0,PhD,0,2025-02-27,2025-03-17,1463,5.8,Netherlands
AI Research Scientist,155554,USD,MI,PT,Neural Networks Co,100,Bachelor,3,2025-02-18,2025-04-23,889,7.0,Switzerland
Machine Learning Engineer,62259,USD,EN,FL,Quantum Computing Inc,0,Bachelor,0,2024-01-19,2024-03-27,659,7.9,India
AI Architect,101059,USD,MI,FL,Neural Networks Co,50,Associate,3,2024-10-26,2024-12-28,2172,9.5,Sweden
Principal Data Scientist,196032,EUR,EX,CT,Smart Analytics,100,Associate,11,2024-04-21,2024-05-20,730,8.5,Germany
AI Specialist,122620,GBP,SE,FL,Quantum Computing Inc,50,Associate,8,2024-11-17,2025-01-24,942,7.1,United Kingdom
Data Scientist,103589,EUR,SE,CT,Future Systems,0,Associate,7,2024-06-25,2024-09-04,1142,5.5,Netherlands
Data Scientist,84670,EUR,MI,CT,Smart Analytics,100,Associate,2,2024-06-10,2024-07-27,1318,8.2,Netherlands
Robotics Engineer,172044,USD,EX,PT,DataVision Ltd,50,Bachelor,18,2024-04-01,2024-05-07,1405,8.8,Israel
Deep Learning Engineer,204959,EUR,EX,CT,Smart Analytics,0,Bachelor,18,2024-07-10,2024-08-18,1522,9.0,France
AI Software Engineer,59081,USD,MI,FT,AI Innovations,50,Bachelor,2,2024-03-17,2024-04-12,861,9.4,Ireland
ML Ops Engineer,107360,USD,SE,FL,DataVision Ltd,100,Bachelor,8,2024-11-28,2024-12-13,1926,6.4,India
Computer Vision Engineer,73676,USD,MI,FT,AI Innovations,0,Master,4,2025-04-23,2025-06-18,602,6.5,Switzerland
Data Scientist,99474,USD,MI,CT,Machine Intelligence Group,100,Associate,3,2025-04-24,2025-07-01,1728,7.0,Singapore
Data Scientist,52165,USD,MI,PT,DeepTech Ventures,100,Master,2,2024-05-19,2024-07-18,1404,8.6,Israel
AI Research Scientist,87785,USD,MI,FL,Autonomous Tech,50,Associate,3,2024-06-14,2024-07-05,2234,9.0,Norway
Head of AI,81692,USD,SE,FT,Neural Networks Co,50,Bachelor,7,2024-06-20,2024-08-26,2391,9.2,India
Head of AI,152832,USD,EX,PT,Algorithmic Solutions,0,Bachelor,12,2025-01-04,2025-03-09,840,5.9,China
AI Software Engineer,84396,USD,SE,PT,Smart Analytics,100,Bachelor,9,2024-05-03,2024-06-08,626,5.0,China
AI Architect,89565,USD,SE,FL,Quantum Computing Inc,0,Associate,9,2024-02-27,2024-03-18,2272,6.2,Finland
Data Analyst,42928,USD,EN,PT,Digital Transformation LLC,100,PhD,1,2025-03-07,2025-05-12,759,9.6,Australia
Principal Data Scientist,114581,USD,EX,FL,Smart Analytics,0,Associate,12,2024-05-05,2024-06-02,2145,7.9,Japan
NLP Engineer,212101,EUR,EX,FL,AI Innovations,100,Bachelor,13,2024-06-30,2024-08-30,1890,5.6,Netherlands
